geom,Plan_ID,File_Name,Allocation_Area,Planning_Area,Location_Description,Coordinates
POINT (1332502.3696203493 562900.2520761918),4398,VILLAGE OF RIVER HILL,Columbia,Columbia,SW SIDE OF INDIAN SUMMER DR OPP. SUMMER SKY PATH,"(39.2122,-76.9288)"
POINT (1376637.1860003509 562975.8914841916),4389,ROCKBURN VIEW,Elkridge,Elkridge,S SIDE MONTGOMERY RD 1200' W OF BELLANCA DR,"(39.2124,-76.773)"
POINT (1366703.8057003506 580347.8634051904),4401,MILL TOWNE OVERLOOK,Ellicott City,Ellicott City,S SIDE OF OLD COLUMBIA PIKE W OF OVERLOOK DR,"(39.2602,-76.8081)"
POINT (1365728.889060352 586919.0369751919),1065,PARK VIEW AT ELLICOTT CITY,Senior East,Ellicott City,N SIDE OF RIDGE RD OPPOSITE PATAPSCO RIVER RD,"(39.2782,-76.8115)"
POINT (1332187.2221483514 562368.9579651915),4412,VILLAGE OF RIVER HILL,Columbia,Columbia,TERMINUS OF SUNLIT WATER WAY,"(39.2107,-76.9299)"
POINT (1344434.0456263497 598049.6667831913),4395,GTW'S WAVERLY WOODS,Ellicott City,Ellicott City,N SIDE OF BIRMINGHAM WAY 800' W OF DORCHESTER WAY,"(39.3089,-76.8867)"
POINT (1344400.8871243484 598576.5970821921),4400,GTW'S WAVERLY WOODS,Ellicott City,Ellicott City,W OF DORCHESTER WAY 700' N OF BIRMINGHAM WAY,"(39.3103,-76.8868)"
POINT (1344659.3533963487 598438.409702193),4388,GTW'S WAVERLY WOODS,Ellicott City,Ellicott City,N SIDE OF BIRMINGHAM WAY W OF DORCHESTER WAY,"(39.3099,-76.8859)"
POINT (1355605.3433343507 526006.7671731915),4417,NORTH LAUREL PARK,Southeast,Southeast,DURANT AVE S OF LAUREL AVE,"(39.1107,-76.8472)"
POINT (1366861.662842352 596443.7839671932),4422,REINHARDT PROPERTY,Ellicott City,Ellicott City,W SIDE OF OLD FREDERICK RD 200' S OF DANIELS RD,"(39.3044,-76.8075)"
POINT (1368577.9695783518 554368.6359651927),4385,PROP OF GLEN HAYES/REGINA PRITCHETT,Columbia,Columbia,N SIDE LARK BROWN RD 150' W OF PAINTED ROCK RD,"(39.1887,-76.8015)"
POINT (1359976.5974783525 575453.4845961928),4953,SELBORNE HOUSE OF DORSEY HALL,"Ellicott City,Senior East",Ellicott City,TERMINUS OF DORSEY HALL DR,"(39.2467,-76.8318)"
POINT (1350336.825794354 564658.1410101932),4307,TOWN CENTER,Columbia,Columbia,AREA BETWEEN BROKEN LAND PKY & GOV. WARFIELD PKY,"(39.217,-76.8658)"
POINT (1367532.2014383525 593158.9244841915),4404,ROCKY GLEN,Ellicott City,Ellicott City,S SIDE CHURCH LN 600' W OF CHESTNUT FARM LN,"(39.2954,-76.8051)"
POINT (1347124.4187843539 598340.9512341898),4408,GTW'S WAVERLY WOODS,Ellicott City,Ellicott City,W SIDE OF DORCHESTER WAY S OF DICKENS WAY,"(39.3097,-76.8772)"
POINT (1367829.2109263502 593147.2876521926),4403,ROCKY GLEN,Ellicott City,Ellicott City,S SIDE CHURCH LN 600' W OF CHESTNUT FARM LN,"(39.2954,-76.8041)"
POINT (1332390.9910623543 563038.4394561909),4371,VILLAGE OF RIVER HILL,Columbia,Columbia,S SIDE INDIAN SUMMER DR OPPOSITE SUMMER SKY PATH,"(39.2126,-76.9291)"
POINT (1367658.883920353 569117.9568741899),4372,BOCK PROPERTY,Ellicott City,Ellicott City,N SIDE OF HORSESHOE RD 100' E OF ROSECROFT TERR,"(39.2293,-76.8047)"
POINT (1330826.8733483516 561756.56968119),4348,VILLAGE OF RIVER HILL,Columbia,Columbia,NE SIDE GREAT STAR DR 400' NW OF MOONSAILS LN,"(39.2091,-76.9347)"
POINT (1331119.9151523523 561330.370709192),4240,VILLAGE OF RIVER HILL,Columbia,Columbia,NE SIDE GREAT STAR DR 250' NW OF MOONSAILS LN,"(39.2079,-76.9336)"
POINT (1346908.7468183525 598222.0373571906),4277,GTW'S WAVERLY WOODS,Ellicott City,Ellicott City,W SIDE OF DORCHESTER WAY S OF DICKENS WAY,"(39.3093,-76.8779)"
POINT (1373117.5668863542 568393.5640821904),4344,FONT HILL,Elkridge,Elkridge,E SIDE FONT RD S OF ILCHESTER RD,"(39.2273,-76.7854)"
POINT (1333224.7715143487 561844.9368741922),4363,VILLAGE OF RIVER HILL,Columbia,Columbia,N SIDE FLOATING CLOUDS PATH,"(39.2093,-76.9262)"
POINT (1332860.8782103509 560312.8752111923),4355,VILLAGE OF RIVER HILL,Columbia,Columbia,N SIDE OF GREAT STAR DR AT RIPPLING WATER WALK,"(39.2051,-76.9275)"
POINT (1332322.973622352 562254.4079001918),4334,VILLAGE OF RIVER HILL,Columbia,Columbia,TERMINUS OF LAUREL LEAVES LN & SUNLIT WATER WAY,"(39.2104,-76.9294)"
POINT (1332267.4260463528 562175.8592841905),4331,VILLAGE OF RIVER HILL,Columbia,Columbia,TERMINUS OF SUNLIT WATER WAY,"(39.2102,-76.9296)"
POINT (1347168.0633083507 534462.7438761909),4321,LILLY'S ADDITION TO TOWER ACRES,Southeast,Southeast,SE SIDE OF SCAGGSVILLE RD & TOWER DR,"(39.134,-76.877)"
POINT (1332758.001832351 560413.6065381914),4356,VILLAGE OF RIVER HILL,Columbia,Columbia,N SIDE GREAT STAR DR W SIDE OF RIPPLING WATER WALK,"(39.2054,-76.9278)"
POINT (1382339.3147203512 562271.863148192),4346,RAUSCH PROPERTY,Elkridge,Elkridge,EAST SIDE OF RUXTON RD SOUTH OF MONTGOMERY RD,"(39.2105,-76.7529)"
POINT (1333007.1157063507 560281.9648761936),4347,VILLAGE OF RIVER HILL,Columbia,Columbia,TERMINUS OF RIPPLING WATER WALK,"(39.205,-76.927)"
POINT (1332964.6048063524 560390.6965251919),4351,VILLAGE OF RIVER HILL,Columbia,Columbia,S SIDE RIPPLING WATER WALK 100' NE GREAT STAR DR,"(39.2053,-76.9271)"
POINT (1358717.141214352 592450.5323361922),4287,DOVES LANDING,Ellicott City,Ellicott City,SW SIDE OF ST. JOHN'S LANE & SOUTHVIEW RD,"(39.2935,-76.8363)"
POINT (1369845.6446163505 598997.7049401905),1909,HOLLIFIELD ESTATES,Ellicott City,Ellicott City,N SIDE OLD FREDERICK RD 1800' E OF ROLLING RIDGE,"(39.3115,-76.797)"
POINT (1369483.4517483488 598967.8855581917),1849,HOLLIFIELD ESTATES,Ellicott City,Ellicott City,N SIDE OLD FREDERICK RD 1800' E OF ROLLING RIDGE,"(39.3114,-76.7983)"
POINT (1359163.5056643523 545514.4614171907),4326,C & M PARTNERSHIP,Columbia,Columbia,S SIDE OF GUILFORD RD 1200' W OF OAKLAND MILLS RD,"(39.1644,-76.8347)"
POINT (1333473.0351703502 561792.5711301919),4330,VILLAGE OF RIVER HILL,Columbia,Columbia,TERMINUS FLOATING CLOUDS PATH & LAUREL LEAVES LN,"(39.2092,-76.9253)"
POINT (1353788.9942803532 578946.3524511922),4256,RED FOX ESTATE,Ellicott City,Ellicott City,N SIDE GWYNN PARK DR 300' NW OF OLD ANNAPOLIS RD,"(39.2563,-76.8536)"
POINT (1346632.1425623521 597703.1073801909),4304,GTW'S WAVERLY WOODS,Ellicott City,Ellicott City,S OF DORCHESTER WAY E OF PETERSBORO RD,"(39.3079,-76.8789)"
POINT (1376435.1175223514 557726.2256481908),4313,NOTTINGHAM VILLAGE,Elkridge,Elkridge,TERMINUS OF MERRYMAKER WAY,"(39.198,-76.7737)"
POINT (1332718.3249923512 562546.0560021922),4298,VILLAGE OF RIVER HILL,Columbia,Columbia,NW QUADRANT INDIAN SUMMER DR & SUNLIT WATER WAY,"(39.2112,-76.928)"
POINT (1332771.038508352 562318.410476191),4288,VILLAGE OF RIVER HILL,Columbia,Columbia,W SIDE OF INDIAN SUMMER DR S OF SUNLIT WATER WAY,"(39.2106,-76.9278)"
POINT (1382257.1269803494 551920.9010841921),4229,AMYLYNNE DORSEY,Elkridge,Elkridge,S SIDE OF DORSEY RD 700' W OF MAGNOLIA AVE,"(39.182,-76.7532)"
POINT (1372882.906718351 553355.1406281907),4230,HARMON PROPERTY,Elkridge,Elkridge,E SIDE OF OLD WATERLOO RD 500' S OF SANCTUARY CT,"(39.1859,-76.7863)"
POINT (1343227.8696903512 589695.1487091929),4263,TERRA MARIA,Ellicott City,Ellicott City,S SIDE ST. CHARLES PLACE 350' W OF TERRA MARIA WAY,"(39.2859,-76.8909)"
POINT (1342997.1772063486 590175.8953311909),4264,TERRA MARIA,Ellicott City,Ellicott City,NORTH END OF GROTTO WALK,"(39.2872,-76.8917)"
POINT (1381510.0687643513 562379.1401931923),4274,OAK PLACE,Elkridge,Elkridge,TERMINUS OF JOHN CALVERT CT,"(39.2108,-76.7558)"
POINT (1392104.918668352 558467.3463861905),1854,WHITETAIL WOODS,Elkridge,Elkridge,TERMINUS OF FLOREY ROAD,"(39.2,-76.7184)"
POINT (1332293.7828043513 561663.47502519),4234,VILLAGE OF RIVER HILL,Columbia,Columbia,FLOWING WATER TRAIL W OF INDIAN SUMMER DR,"(39.2088,-76.9295)"
POINT (1351979.7303763516 589871.8830951918),4189,GERMAN PROPERTY,Ellicott City,Ellicott City,W SIDE BETHANY LN S OF PATUXENT OVERLOOK CT,"(39.2864,-76.86)"
POINT (1343713.6275743544 589937.7039261926),1900,TERRA MARIA,Ellicott City,Ellicott City,E SIDE OF TERRA MARIA WAY 300' N OF MD RT 144,"(39.2865,-76.8892)"
POINT (1332570.103654351 561494.3773101903),4233,VILLAGE OF RIVER HILL,Columbia,Columbia,TERMINUS OF SHINING STARS LN,"(39.2083,-76.9285)"
POINT (1332371.1526423506 562543.8740961924),1926,VILLAGE OF RIVER HILL,Columbia,Columbia,TERMINUS OF BRIGHT FLOW MEWS,"(39.2112,-76.9292)"
POINT (1332021.7130443528 561519.4692291915),1914,VILLAGE OF RIVER HILL,Columbia,Columbia,QUIET WAYS CT & S OF QUIET WAYS CT,"(39.2084,-76.9304)"
POINT (1333583.2801043503 561674.3845551908),1917,VILLAGE OF RIVER HILL,Columbia,Columbia,TERMINUS OF DISTANT THUNDER TRL/INDIAN SUMMER DR,"(39.2088,-76.9249)"
POINT (1332864.2790823504 561699.1128231902),1886,VILLAGE OF RIVER HILL,Columbia,Columbia,"FLOATING CLOUDS PATH,DISTANT THUNDER TRAIL,","(39.2089,-76.9275)"
POINT (1373964.3840143494 550812.8564871904),3685,NEW COLONY VILLAGE-PHASE 4,Elkridge,Elkridge,SE QUADRANT OF I-95 & MD RT 175,"(39.179,-76.7825)"
POINT (1333100.6396863498 561244.5490731914),4238,VILLAGE OF RIVER HILL,Columbia,Columbia,E OF INDIAN SUMMER DR & S OF EARLY LILACS PATH,"(39.2076,-76.9266)"
POINT (1333308.3762843534 562546.0560021922),1912,VILLAGE OF RIVER HILL,Columbia,Columbia,"TALL BRANCHES PASS, W SIDE LAUREL LEAVES LN","(39.2112,-76.9259)"
POINT (1332846.7079103515 562614.4223901927),1915,VILLAGE OF RIVER HILL,Columbia,Columbia,E SIDE INDIAN SUMMER DR N OF DISTANT THUNDER TRAIL,"(39.2114,-76.9275)"
POINT (1332949.01747635 562276.2269601915),1910,VILLAGE OF RIVER HILL,Columbia,Columbia,S SIDE DISTANT THUNDER TRAIL AT TRAILING MOSS GATE,"(39.2105,-76.9272)"
POINT (1333407.2849783525 561712.2042591907),1878,VILLAGE OF RIVER HILL,Columbia,Columbia,"DISTANT THUNDER TRL,EARLY LILACS,FLOATING CLOUDS","(39.2089,-76.9256)"
POINT (1332866.829736352 561946.3955031913),1875,VILLAGE OF RIVER HILL,Columbia,Columbia,E & W OF INDIAN SUMMER DR S OF LINDEN LINTHICUM LN,"(39.2096,-76.9275)"
POINT (1332863.1454583518 561303.824186191),1877,VILLAGE OF RIVER HILL,Columbia,Columbia,"FALL MOON RIDE AT INDIAN SUMMER DR, EARLY LILACS","(39.2078,-76.9275)"
POINT (1354536.902714353 559196.4666411914),1888,WESS HAVEN,Columbia,Columbia,NW SIDE OWEN BROWN RD 100' SW OF FORTY WINKS WAY,"(39.202,-76.851)"
POINT (1332126.006452348 563441.3647641931),1884,VILLAGE OF RIVER HILL,Columbia,Columbia,TERMINUS OF WESTERN SEA RUN,"(39.2137,-76.9301)"
POINT (1332199.9754183516 561186.3649131916),1876,VILLAGE OF RIVER HILL,Columbia,Columbia,TERMINUS OF FLOWING WATER TRAIL,"(39.2075,-76.9298)"
POINT (1344569.7971003503 598087.486487193),1809,GTW'S WAVERLY WOODS,Ellicott City,Ellicott City,NW QUADRANT OF BIRMINGHAM WAY & DORCHESTER WAY,"(39.309,-76.8862)"
POINT (1364577.6938883513 588467.0992821921),5333,HOWARD'S RIDGE,Ellicott City,Ellicott City,E SIDE OF NORTH RIDGE RD 700' N OF US RT 40,"(39.2825,-76.8156)"
POINT (1362424.3751003519 558598.9880481921),1846,SEWELL'S GLEN,Columbia,Columbia,S SIDE OF OLD MONTGOMERY RD 400' E OF MAJOR'S LN,"(39.2004,-76.8232)"
POINT (1331837.2157383487 561064.1781771928),1874,VILLAGE OF RIVER HILL,Columbia,Columbia,COUNTLESS STARS RUN OPPOSITE PURE SKY PLACE,"(39.2071,-76.9311)"
POINT (1366435.136812348 596703.794432193),1868,KUMMER PROPERTY,Ellicott City,Ellicott City,SW OF OLD FREDERICK RD & DANIELS RD,"(39.3052,-76.809)"
POINT (1332646.3398683518 560745.9835521914),1859,VILLAGE OF RIVER HILL,Columbia,Columbia,FALL MOON RIDE AT OLD SEA PLACE,"(39.2063,-76.9282)"
POINT (1359474.6854523532 582429.4017291907),1866,BROWN'S ACRE,Ellicott City,Ellicott City,W SIDE OF CHATHAM RD 600' N OF DUNLOGGIN RD,"(39.2659,-76.8336)"
POINT (1332665.8948823512 563263.1757741924),1858,VILLAGE OF RIVER HILL,Columbia,Columbia,N OF SUMMER SKY PATH 300' E OF INDIAN SUMMER DR,"(39.2132,-76.9282)"
POINT (1375741.3396343514 563080.2593211923),1850,COURTNEY'S PAR,Elkridge,Elkridge,TERMINUS OF MULLINEAUX ROAD,"(39.2127,-76.7762)"
POINT (1352727.355404351 562376.5946361907),4173,TOWN CENTER,Columbia,Columbia,SE SIDE LITTLE PATUXENT PKY E OF SYMPHONY WOODS RD,"(39.2108,-76.8574)"
POINT (1389476.8948303498 559729.2153561898),1824,WILLIAMS KNOLL,Elkridge,Elkridge,N SIDE OF ABEL ST 500' S OF US RT 1,"(39.2035,-76.7277)"
POINT (1355869.761132352 528263.2216281928),1819,PATUXENT RIDGE,Southeast,Southeast,TERMINUS OF HALSTEAD AVE,"(39.117,-76.8463)"
POINT (1346509.4277643487 597667.8332331926),1848,GTW'S WAVERLY WOODS,Ellicott City,Ellicott City,S SIDE OF DORCHESTER WAY 200' E OF PETERSBORO RD,"(39.3078,-76.8793)"
POINT (1348583.6762783527 594152.7826671917),1807,THE LEGENDS AT TURF VALLEY,Ellicott City,Ellicott City,LEGENDS WAY SOUTH OF RESORT ROAD,"(39.2981,-76.872)"
POINT (1347264.1379423514 598104.2144331913),1844,GTW'S WAVERLY WOODS,Ellicott City,Ellicott City,E SIDE OF DORCHESTER WAY 800' S OF CHESHAM WAY,"(39.309,-76.8767)"
POINT (1387809.900738351 556054.1583501901),1794,PROFFEN PROPERTY,Elkridge,Elkridge,NW SIDE OF LOUDON AVE 100' S OF ATHOL AVE,"(39.1934,-76.7336)"
POINT (1343064.9112403505 590203.53280719),1815,TERRA MARIA,Ellicott City,Ellicott City,NORTH END OF GROTTO WALK,"(39.2873,-76.8915)"
POINT (1359093.7877883501 545530.4620611928),1745,C & M PARTNERSHIP,Columbia,Columbia,S SIDE OF GUILFORD RD 1200' W OF OAKLAND MILLS RD,"(39.1644,-76.8349)"
POINT (1391520.818902351 560027.7728271913),1786,R. BAKER PROPERTY II,Elkridge,Elkridge,TERMINUS OF ADCOCK LANE,"(39.2043,-76.7205)"
POINT (1351177.407990355 595245.9175731912),1802,DONOHUE PROPERTY,Ellicott City,Ellicott City,S SIDE OF RT 99 OPPOSITE OF BRACKEN DRIVE,"(39.3011,-76.8629)"
POINT (1353201.777048353 596009.2210221905),1761,OLD MILL OVERLOOK,Ellicott City,Ellicott City,W SIDE OF OLD MILL RD 400' SOUTH OF DIVERSIFIED LN,"(39.3032,-76.8557)"
POINT (1374132.1603663526 576116.7840201911),1759,AUTUMN VIEW,Ellicott City,Ellicott City,TERMINUS OF DONCASTER DRIVE,"(39.2485,-76.7819)"
POINT (1374032.9682663493 575337.4799271896),1757,AUTUMN VIEW,Ellicott City,Ellicott City,TERMINUS OF DONCASTER DRIVE,"(39.2464,-76.7822)"
POINT (1364262.2630103491 588620.5600041933),1799,HOWARD'S RIDGE,Ellicott City,Ellicott City,TERMINUS OF HAMLET COURT,"(39.2829,-76.8167)"
